Sample,X,Y,Z
203,0.031,-0.055,1.020
204,0.043,-0.062,1.047
205,0.027,-0.059,1.039
206,0.027,-0.043,1.004
207,0.043,-0.086,0.977
208,0.039,-0.078,0.941
209,0.031,-0.035,0.992
210,0.020,-0.012,1.012
211,0.004,-0.004,0.984
212,0.004,0.023,0.945
213,0.004,0.023,0.926
214,0.004,0.051,0.953
215,0.004,0.105,1.016
216,0.035,0.141,1.008
217,0.023,0.109,0.973
218,0.039,0.086,0.906
219,0.035,0.090,0.988
220,-0.012,0.082,1.047
221,-0.016,0.008,1.070
222,0.000,-0.059,1.039
223,-0.027,-0.043,0.941
224,0.004,-0.055,0.965
225,0.027,-0.082,1.051
226,0.023,-0.082,1.051
227,-0.008,-0.086,0.984
228,-0.031,-0.105,0.941
229,-0.012,-0.105,0.926
230,0.004,-0.082,0.996
231,0.000,0.008,0.992
232,0.023,0.027,0.988
233,0.070,0.027,0.965
234,0.020,0.066,1.004
235,-0.016,0.082,0.984
236,0.000,0.039,0.988
237,0.000,0.055,0.984
238,-0.012,0.062,1.023
239,0.008,0.074,0.977
240,-0.012,0.055,1.004
241,0.043,0.059,1.020
242,0.031,0.020,1.016
243,0.004,0.008,0.977
244,-0.008,-0.031,0.988
245,-0.027,-0.027,0.988
246,0.012,-0.023,0.996
247,0.043,-0.031,1.012
248,0.051,-0.031,0.996
249,0.043,-0.004,1.012
250,0.070,-0.066,1.035
251,0.051,-0.059,0.984
252,-0.008,0.008,0.918
253,0.012,-0.004,0.969
254,0.039,-0.008,1.027
255,-0.004,0.039,0.961
256,0.000,0.055,0.953
257,0.047,0.012,0.953
258,0.043,0.023,0.969
259,0.008,0.070,1.016
260,0.016,0.035,0.996
261,0.062,-0.039,1.012
262,0.035,-0.023,1.020
263,-0.031,-0.016,1.023
264,0.012,-0.055,0.930
265,0.043,-0.102,0.977
266,-0.012,-0.062,1.000
267,-0.008,-0.051,1.098
268,0.000,-0.051,1.031
269,-0.016,-0.035,1.039
270,-0.012,0.008,0.969
271,-0.016,0.035,0.977
272,0.004,0.066,1.027
273,0.012,0.098,1.090
274,0.016,0.109,1.078
275,0.027,0.051,1.031
276,0.031,0.059,0.945
277,0.008,0.086,0.914
278,0.016,0.082,0.988
279,0.051,0.051,1.031
280,0.039,0.000,0.992
281,-0.004,-0.059,0.941
282,-0.023,-0.098,0.938
283,-0.027,-0.090,0.945
284,-0.004,-0.094,1.016
285,0.031,-0.090,0.996
286,0.043,-0.105,1.008
287,-0.004,-0.086,0.965
288,-0.035,-0.039,0.891
289,-0.039,-0.031,0.906
290,0.023,0.004,0.996
291,0.047,0.086,1.039
292,0.086,0.129,1.043
293,0.016,0.172,1.004
294,0.016,0.164,1.027
295,0.016,0.125,0.980
296,-0.023,0.113,0.973
297,-0.023,0.070,1.047
298,-0.031,0.016,1.012
299,-0.051,0.020,0.949
300,-0.008,-0.012,0.914
301,0.035,-0.070,0.965
302,0.051,-0.090,1.016
303,0.012,-0.098,1.082
304,-0.004,-0.113,1.070
305,0.051,-0.172,0.996
306,0.035,-0.156,0.949
307,0.031,-0.105,0.984
308,0.039,-0.098,0.969
309,0.078,-0.062,0.973
310,0.051,-0.008,0.961
311,0.027,0.020,0.902
312,0.047,0.043,0.914
313,0.035,0.094,1.020
314,0.020,0.184,1.082
315,-0.004,0.211,1.074
316,0.055,0.176,1.070
317,0.016,0.141,1.008
318,-0.016,0.090,0.969
319,-0.043,0.086,0.938
320,-0.023,0.070,0.969
321,0.031,0.008,0.984
322,0.055,-0.051,1.027
323,0.023,-0.090,0.996
324,-0.016,-0.164,1.000
325,-0.035,-0.188,0.977
326,-0.059,-0.168,0.953
327,-0.020,-0.180,0.918
328,0.027,-0.172,0.922
329,0.051,-0.098,0.973
330,0.035,0.000,1.016
331,0.035,0.090,1.023
332,0.094,0.105,1.039
333,0.062,0.160,1.090
334,-0.020,0.250,1.090
335,-0.047,0.250,1.086
336,-0.066,0.203,0.969
337,-0.059,0.148,0.902
338,-0.055,0.156,0.875
339,-0.035,0.141,0.895
340,0.051,0.062,1.031
341,0.070,0.004,1.051
342,0.023,-0.086,1.000
343,0.004,-0.223,0.949
344,-0.031,-0.281,0.914
345,-0.090,-0.266,0.938
346,-0.062,-0.262,0.984
347,0.047,-0.270,0.965
348,0.141,-0.242,0.930
349,0.145,-0.137,1.020
350,0.086,-0.012,1.102
351,0.051,0.082,1.078
352,0.023,0.113,1.066
353,-0.016,0.145,0.984
354,-0.070,0.199,0.930
355,-0.102,0.227,0.891
356,-0.055,0.281,0.934
357,0.031,0.309,0.969
358,0.129,0.258,1.039
359,0.168,0.168,1.113
360,0.094,0.086,0.996
361,-0.039,-0.062,1.004
362,-0.062,-0.203,0.941
363,-0.070,-0.273,0.871
364,0.008,-0.289,0.977
365,0.090,-0.281,1.012
366,0.129,-0.207,1.070
367,0.168,-0.160,1.051
368,0.102,-0.109,1.012
369,0.027,-0.051,0.977
370,-0.074,0.012,0.961
371,-0.133,0.090,0.977
372,-0.098,0.121,0.945
373,-0.043,0.219,0.938
374,-0.020,0.312,0.992
375,0.066,0.301,1.062
376,0.109,0.258,1.094
377,0.043,0.234,1.043
378,-0.023,0.109,0.984
379,-0.035,-0.047,0.934
380,-0.082,-0.121,0.910
381,-0.062,-0.172,1.031
382,0.012,-0.246,1.055
383,0.059,-0.266,1.102
384,0.059,-0.227,1.047
385,0.012,-0.203,0.949
386,0.008,-0.172,0.887
387,-0.012,-0.137,0.938
388,-0.055,-0.055,0.977
389,-0.035,0.047,0.969
390,0.000,0.117,0.996
391,0.047,0.156,1.016
392,0.043,0.207,0.980
393,0.000,0.203,0.945
394,-0.016,0.176,0.988
395,-0.008,0.184,0.969
396,0.055,0.148,1.000
397,0.109,0.113,1.047
398,0.121,0.078,1.055
399,0.078,0.047,1.094
400,-0.012,-0.004,1.051
401,-0.055,-0.082,0.930
402,-0.047,-0.137,0.863
403,0.004,-0.172,0.973
404,0.047,-0.105,1.059
405,0.031,-0.039,1.055
406,0.035,-0.035,1.004
407,0.027,-0.066,0.910
408,-0.008,-0.078,0.785
409,-0.074,-0.059,0.910
410,-0.059,-0.098,1.031
411,0.012,-0.066,1.035
412,0.098,-0.039,1.121
413,0.066,0.008,1.059
414,0.062,0.051,0.984
415,0.000,0.121,0.949
416,-0.008,0.105,0.988
417,0.039,0.047,0.992
418,0.027,0.023,1.039
419,-0.027,0.062,1.043
420,-0.059,0.098,1.027
421,-0.035,0.078,0.969
422,-0.008,0.020,0.930
423,-0.020,-0.008,0.875
424,-0.023,-0.043,0.977
425,0.016,-0.102,1.094
426,0.020,-0.125,1.066
427,0.008,-0.113,1.035
428,-0.016,-0.125,0.938
429,-0.020,-0.047,0.922
430,-0.016,0.074,0.949
431,0.051,0.141,1.066
432,0.172,0.102,1.008
433,0.176,0.090,1.051
434,0.008,0.152,1.004
435,-0.113,0.145,0.961
436,-0.066,0.062,0.914
437,-0.027,0.039,0.918
438,0.043,0.016,0.980
439,0.105,-0.031,1.051
440,0.090,-0.051,1.129
441,-0.016,-0.086,1.059
442,-0.082,-0.152,0.828
443,-0.078,-0.203,0.793
444,-0.027,-0.164,0.961
445,0.070,-0.078,1.141
446,0.121,-0.016,1.109
447,0.117,0.051,1.031
448,0.043,0.070,0.934
449,-0.016,0.039,0.953
450,-0.055,0.012,1.008
451,-0.016,0.035,1.031
452,0.070,0.020,1.000
453,0.129,0.020,0.977
454,0.020,0.105,0.965
455,-0.082,0.156,0.930
456,-0.055,0.133,0.961
457,-0.012,0.137,0.969
458,0.094,0.074,0.977
459,0.168,0.027,1.055
460,0.062,0.020,1.023
461,-0.074,0.062,0.953
462,-0.098,0.027,1.016
463,0.004,-0.066,1.059
464,0.109,-0.121,1.090
465,0.137,-0.184,1.070
466,0.105,-0.234,1.020
467,-0.055,-0.199,0.914
468,-0.164,-0.137,0.910
469,-0.121,-0.121,0.918
470,0.020,-0.082,0.992
471,0.145,-0.023,0.984
472,0.117,0.066,0.973
473,0.000,0.168,0.914
474,-0.090,0.188,1.043
475,-0.086,0.172,1.164
476,-0.035,0.137,1.125
477,0.082,0.086,1.004
478,0.125,0.062,0.918
479,0.059,0.090,0.863
480,-0.055,0.109,0.977
481,-0.082,0.121,1.039
482,-0.016,0.055,1.156
483,0.098,-0.004,1.027
484,0.160,-0.066,0.918
485,0.094,-0.078,0.777
486,-0.066,-0.027,0.926
487,-0.148,-0.055,1.152
488,-0.109,-0.082,1.219
489,0.012,-0.172,1.023
490,0.176,-0.207,0.820
491,0.145,-0.207,0.781
492,0.016,-0.082,0.906
493,-0.148,0.039,1.133
494,-0.109,0.059,1.164
495,0.039,0.004,1.004
496,0.125,0.031,0.777
497,0.109,0.082,0.812
498,0.023,0.152,1.023
499,-0.062,0.172,1.312
500,-0.094,0.164,1.230
501,-0.012,0.059,0.930
502,0.117,-0.012,0.707
503,0.090,-0.023,0.809
504,0.031,0.055,0.941
505,-0.082,0.027,1.148
506,-0.070,0.012,1.109
507,0.004,-0.043,0.977
508,0.039,-0.047,0.820
509,0.113,0.012,0.984
510,0.105,-0.004,1.074
511,0.043,0.004,1.227
512,-0.020,-0.035,1.066
513,-0.023,-0.156,0.887
514,-0.027,-0.168,0.777
515,0.031,-0.160,0.918
516,0.027,-0.051,0.984
517,0.039,0.016,1.078
518,0.020,0.020,0.977
519,0.004,0.016,0.949
520,-0.047,0.070,0.965
521,-0.023,0.059,1.098
522,0.012,0.039,1.164
523,-0.008,0.047,1.102
524,-0.047,0.082,0.949
525,-0.027,0.070,0.840
526,0.039,0.055,0.941
527,0.059,0.098,1.000
528,0.051,0.113,1.090
529,0.020,0.035,0.938
530,0.027,-0.020,0.992
531,-0.055,0.016,0.996
532,-0.004,0.047,1.113
533,0.098,0.012,1.098
534,0.109,-0.059,1.023
535,0.023,-0.051,0.902
536,-0.008,-0.117,0.879
537,0.008,-0.180,0.918
538,0.012,-0.133,0.949
539,0.023,-0.078,0.977
540,0.070,-0.082,0.984
541,0.047,-0.047,1.039
542,-0.035,0.062,1.102
543,-0.039,0.047,1.051
544,0.016,-0.027,0.945
545,-0.020,0.012,0.902
546,-0.062,0.070,0.969
547,-0.031,0.043,1.039
548,0.059,0.078,1.020
549,0.055,0.168,0.902
550,0.055,0.195,0.887
551,0.070,0.148,1.020
552,0.051,0.156,1.172
553,-0.020,0.137,1.156
554,-0.043,0.020,0.945
555,0.047,-0.059,0.902
556,0.031,-0.078,0.926
557,-0.016,-0.137,1.000
558,0.016,-0.184,0.988
559,0.047,-0.199,0.852
560,0.031,-0.191,0.836
561,0.016,-0.176,1.004
562,0.008,-0.164,1.184
563,-0.031,-0.090,1.176
564,-0.043,-0.039,1.055
565,-0.020,-0.020,0.906
566,-0.008,0.055,0.934
567,0.000,0.145,1.004
568,0.020,0.176,1.035
569,0.062,0.195,0.941
570,0.043,0.230,0.879
571,0.004,0.250,0.945
572,0.004,0.168,1.117
573,-0.051,0.160,1.105
574,-0.059,0.168,0.996
575,0.035,0.066,0.930
576,0.082,-0.012,0.934
577,0.066,-0.086,1.062
578,0.051,-0.176,0.984
579,0.023,-0.246,0.953
580,0.043,-0.258,0.867
581,0.051,-0.238,1.000
582,0.074,-0.254,1.102
583,0.012,-0.227,0.953
584,-0.090,-0.133,0.922
585,-0.066,-0.086,0.969
586,-0.004,-0.023,1.008
587,0.047,0.066,0.965
588,0.066,0.141,0.891
589,0.094,0.254,0.938
590,0.047,0.367,1.062
591,0.047,0.375,1.270
592,0.012,0.258,1.094
593,-0.035,0.168,0.906
594,-0.121,0.195,0.836
595,-0.086,0.133,1.020
596,0.055,0.020,1.086
597,0.094,-0.109,0.992
598,0.078,-0.184,0.887
599,0.059,-0.246,0.941
600,0.020,-0.262,1.066
601,-0.012,-0.320,1.207
602,-0.082,-0.344,0.875
603,-0.082,-0.309,0.832
604,-0.105,-0.215,0.918
605,-0.023,-0.066,1.078
606,0.043,0.016,0.988
607,0.098,0.098,0.926
608,0.125,0.219,0.938
609,0.109,0.316,1.156
610,-0.016,0.387,1.273
611,-0.066,0.297,1.086
612,-0.105,0.195,0.789
613,-0.152,0.211,0.770
614,-0.121,0.223,1.023
615,0.020,0.180,1.090
616,0.152,0.066,0.973
617,0.223,-0.035,0.910
618,0.176,-0.125,1.020
619,0.062,-0.223,1.133
620,-0.090,-0.363,1.086
621,-0.191,-0.398,0.914
622,-0.176,-0.371,0.801
623,-0.047,-0.324,0.926
624,0.074,-0.254,0.965
625,0.098,-0.113,0.980
626,0.141,0.078,0.875
627,0.203,0.172,1.066
628,0.168,0.242,1.148
629,0.020,0.254,1.094
630,-0.168,0.262,0.969
631,-0.254,0.250,0.855
632,-0.156,0.258,0.887
633,-0.008,0.234,0.984
634,0.172,0.258,1.012
635,0.301,0.238,1.074
636,0.309,0.117,1.219
637,0.184,-0.074,1.125
638,-0.082,-0.246,0.914
639,-0.309,-0.363,0.805
640,-0.281,-0.488,0.902
641,-0.113,-0.480,0.941
642,0.016,-0.359,0.984
643,0.152,-0.211,0.953
644,0.277,-0.102,1.059
645,0.281,0.020,1.113
646,0.129,0.090,1.016
647,-0.055,0.121,0.879
648,-0.191,0.176,0.891
649,-0.262,0.199,1.027
650,-0.172,0.262,0.965
651,-0.031,0.332,0.902
652,0.137,0.402,1.082
653,0.219,0.441,1.223
654,0.203,0.371,1.145
655,0.117,0.094,1.066
656,-0.109,-0.129,0.867
657,-0.320,-0.273,0.922
658,-0.336,-0.387,0.895
659,-0.145,-0.449,0.965
660,0.070,-0.352,0.973
661,0.223,-0.238,1.109
662,0.312,-0.164,1.070
663,0.262,-0.109,0.906
664,0.070,0.012,0.855
665,-0.062,-0.008,0.988
666,-0.113,0.008,0.965
667,-0.148,0.062,0.922
668,-0.078,0.148,0.953
669,0.016,0.258,1.074
670,0.152,0.363,1.039
671,0.242,0.344,1.016
672,0.230,0.316,0.969
673,0.094,0.176,1.066
674,-0.133,0.043,0.977
675,-0.180,-0.129,0.922
676,-0.129,-0.312,0.793
677,-0.070,-0.277,1.023
678,0.012,-0.168,1.062
679,0.121,-0.117,1.094
680,0.199,-0.078,0.992
681,0.121,-0.027,0.938
682,0.000,-0.055,0.938
683,-0.086,-0.074,0.973
684,-0.172,-0.023,1.020
685,-0.098,0.012,1.109
686,0.020,0.047,1.008
687,0.074,0.137,0.934
688,0.082,0.199,0.906
689,0.043,0.242,1.004
690,-0.004,0.207,1.008
691,-0.004,0.086,1.031
692,-0.055,-0.031,0.949
693,-0.055,-0.148,1.035
694,-0.086,-0.105,0.988
695,-0.074,-0.055,0.953
696,0.086,0.008,0.875
697,0.141,0.004,0.941
698,0.102,0.039,1.027
699,-0.023,0.047,1.094
700,-0.039,-0.023,1.078
701,0.031,-0.098,1.082
702,-0.031,-0.176,1.000
703,-0.039,-0.160,0.969
704,-0.027,-0.051,0.922
705,0.004,0.027,0.922
706,0.090,0.086,0.938
707,0.125,0.066,1.094
708,0.070,-0.004,1.086
709,0.016,-0.082,1.207
710,-0.156,-0.109,1.090
711,-0.133,-0.090,0.906
712,-0.031,-0.016,0.672
713,0.086,0.133,0.707
714,0.195,0.289,0.996
715,0.254,0.348,1.238
716,0.246,0.309,1.215
717,0.137,0.117,1.043
718,-0.008,-0.047,0.918
719,-0.137,-0.117,0.871
720,-0.129,-0.117,0.879
721,-0.023,-0.074,0.820
722,0.086,-0.074,0.891
723,0.176,-0.078,1.043
724,0.094,-0.117,1.102
725,0.020,-0.188,1.129
726,-0.051,-0.211,1.129
727,-0.148,-0.227,0.984
728,-0.141,-0.160,0.781
729,-0.105,0.016,0.789
730,0.012,0.145,1.043
731,0.148,0.250,1.234
732,0.125,0.258,1.137
733,0.082,0.203,1.082
734,-0.055,0.141,1.062
735,-0.125,0.117,0.914
736,-0.086,0.059,0.805
737,-0.023,0.004,0.895
738,0.023,-0.004,0.973
739,-0.012,-0.070,1.086
740,-0.051,-0.156,1.059
741,-0.062,-0.238,1.066
742,-0.059,-0.242,0.918
743,-0.043,-0.168,0.898
744,0.023,-0.004,0.934
745,0.125,0.094,1.109
746,0.184,0.062,1.078
747,0.086,-0.008,1.043
748,-0.121,-0.016,0.945
749,-0.219,0.016,0.930
750,-0.090,0.066,0.938
751,0.012,0.168,1.031
752,0.176,0.270,1.105
753,0.246,0.211,1.082
754,0.172,0.102,0.996
755,-0.055,-0.016,1.039
756,-0.188,-0.168,0.922
757,-0.180,-0.254,0.699
758,-0.070,-0.215,0.844
759,0.086,0.055,1.129
760,0.230,0.133,1.277
761,0.359,0.074,1.043
762,0.176,0.039,0.953
763,-0.055,0.000,0.895
764,-0.160,-0.188,0.793
765,-0.141,-0.250,0.797
766,-0.055,-0.094,0.973
767,0.074,0.090,1.113
768,0.320,0.117,1.109
769,0.258,0.113,1.191
770,0.027,0.094,1.172
771,-0.164,-0.090,0.773
772,-0.180,-0.277,0.676
773,-0.242,-0.109,0.898
774,-0.109,0.137,1.152
775,0.176,0.160,1.141
776,0.297,0.227,1.207
777,0.109,0.363,1.133
778,-0.051,0.211,0.879
779,-0.109,-0.082,0.809
780,-0.168,-0.102,0.926
781,-0.141,-0.039,1.066
782,0.059,-0.133,0.926
783,0.199,-0.176,1.082
784,0.023,0.012,1.203
785,-0.086,0.016,0.867
786,-0.008,-0.242,0.746
787,0.020,-0.207,0.973
788,-0.090,0.031,1.168
789,-0.012,0.016,1.039
790,0.105,-0.023,1.117
791,0.000,0.148,1.152
792,-0.086,0.234,0.816
793,-0.062,0.059,0.914
794,0.023,0.090,1.113
795,0.016,0.160,1.066
796,0.113,0.027,0.875
797,0.055,-0.121,0.988
798,-0.062,-0.039,1.090
799,-0.141,-0.094,0.801
800,0.008,-0.211,0.824
801,0.125,-0.145,1.055
802,0.164,0.062,1.059
803,0.176,0.059,0.934
804,0.152,0.023,1.168
805,-0.027,0.090,1.070
806,-0.180,-0.008,0.781
807,-0.066,-0.141,0.840
808,-0.012,-0.035,1.035
809,0.078,0.148,0.988
810,0.188,0.121,1.031
811,0.164,0.125,1.145
812,0.000,0.145,0.930
813,-0.082,-0.074,0.891
814,-0.113,-0.238,0.996
815,-0.094,-0.172,1.062
816,-0.059,-0.039,0.875
817,0.090,0.055,0.984
818,0.141,0.168,1.109
819,0.094,0.211,0.977
820,0.004,0.090,0.914
821,-0.047,-0.059,0.980
822,-0.039,-0.121,0.953
823,-0.062,-0.156,0.891
824,-0.082,-0.074,1.020
825,-0.059,-0.035,0.996
826,0.008,-0.039,0.883
827,0.051,-0.055,1.086
828,0.043,-0.051,1.070
829,0.059,-0.043,0.898
830,0.078,0.031,1.004
831,-0.020,0.160,1.141
832,-0.035,0.199,1.012
833,-0.004,0.145,1.004
834,0.016,0.137,1.090
835,0.051,0.129,0.973
836,0.109,0.047,0.914
837,0.004,0.039,1.059
838,-0.113,0.051,0.902
839,-0.137,-0.047,0.805
840,0.004,-0.168,1.047
841,0.004,-0.180,1.012
842,0.141,-0.184,0.895
843,0.094,-0.027,1.078
844,0.066,0.105,1.129
845,0.082,0.070,0.922
846,0.062,0.047,1.051
847,-0.008,0.012,1.137
848,0.012,-0.141,0.961
849,-0.004,-0.195,0.875
850,-0.188,-0.008,0.980
851,-0.148,0.078,0.801
852,0.066,0.062,0.934
853,0.168,0.090,1.215
854,0.141,0.070,1.062
855,0.105,-0.082,0.801
856,-0.070,-0.027,0.938
857,-0.215,0.082,0.926
858,-0.102,0.090,0.953
859,0.070,0.109,1.207
860,0.129,0.164,1.176
861,0.242,0.008,0.996
862,0.148,-0.062,0.969
863,-0.145,0.008,0.887
864,-0.219,-0.070,0.824
865,-0.066,-0.133,1.109
866,-0.043,-0.102,1.125
867,0.109,-0.188,1.020
868,0.168,-0.246,0.906
869,-0.082,-0.074,0.875
870,-0.207,0.074,0.918
871,-0.039,0.137,1.145
872,0.086,0.156,1.277
873,0.211,0.070,1.043
874,0.207,-0.031,0.875
875,-0.047,-0.008,0.855
876,-0.238,0.062,0.832
877,-0.156,0.094,1.062
878,0.020,0.070,1.246
879,0.223,0.000,1.070
880,0.281,-0.168,0.898
881,-0.020,-0.141,0.832
882,-0.305,-0.043,0.680
883,-0.266,0.008,0.957
884,-0.027,0.074,1.281
885,0.219,0.117,1.215
886,0.371,0.051,0.992
887,0.266,-0.020,0.930
888,-0.035,0.012,0.723
889,-0.262,0.043,0.828
890,-0.117,0.098,1.133
891,0.105,0.070,1.168
892,0.352,-0.062,1.137
893,0.234,-0.125,0.938
894,-0.129,-0.039,0.707
895,-0.324,0.070,0.902
896,-0.160,0.141,1.285
897,0.035,0.160,1.375
898,0.281,0.035,1.168
899,0.246,-0.109,0.871
900,-0.094,-0.125,0.629
901,-0.332,-0.090,0.836
902,-0.254,0.020,1.102
903,0.016,0.074,1.164
904,0.379,-0.031,1.105
905,0.422,-0.113,0.922
906,0.031,-0.113,0.684
907,-0.324,-0.035,0.715
908,-0.352,0.020,1.008
909,-0.070,0.039,1.215
910,0.277,0.109,1.234
911,0.371,0.098,0.980
912,0.180,0.008,0.871
913,-0.191,0.043,0.887
914,-0.422,0.145,0.984
915,-0.211,0.074,1.156
916,0.152,-0.027,1.250
917,0.258,-0.074,1.008
918,0.055,-0.102,0.875
919,-0.203,-0.023,0.859
920,-0.363,0.043,0.891
921,-0.105,0.066,1.176
922,0.211,0.078,1.164
923,0.398,0.016,0.918
924,0.293,-0.074,0.945
925,-0.016,-0.055,0.992
926,-0.301,-0.035,0.941
927,-0.160,-0.090,1.059
928,0.137,-0.137,0.977
929,0.324,-0.141,0.828
930,0.191,-0.121,0.922
931,-0.066,0.020,0.883
932,-0.195,0.066,0.895
933,-0.012,0.137,1.148
934,0.129,0.145,1.102
935,0.289,0.051,0.918
936,0.184,-0.008,1.020
937,-0.145,0.043,0.922
938,-0.266,0.051,0.910
939,-0.113,0.113,1.109
940,0.062,0.059,0.996
941,0.285,-0.047,1.000
942,0.168,-0.027,1.176
