Sample,X,Y,Z
167,0.152,0.285,0.648
168,-0.059,0.289,1.188
169,0.027,-0.168,1.266
170,-0.086,-0.422,0.867
171,-0.332,-0.219,0.863
172,-0.328,-0.086,0.918
173,0.168,0.043,0.891
174,0.453,0.168,1.020
175,0.215,0.402,1.402
176,0.180,-0.055,1.238
177,-0.066,-0.312,0.707
178,-0.383,-0.227,0.844
179,-0.312,-0.254,0.988
180,0.023,-0.254,1.098
181,0.113,0.090,1.000
182,0.266,0.043,1.062
183,0.215,-0.172,1.082
184,-0.023,-0.141,1.000
185,-0.277,-0.094,0.750
186,-0.020,-0.273,0.707
187,0.168,-0.188,0.875
188,0.125,0.031,1.332
189,0.059,-0.121,1.387
190,-0.020,-0.348,0.828
191,-0.246,-0.242,0.605
192,-0.238,0.020,0.773
193,0.180,0.184,0.941
194,0.480,0.152,1.332
195,0.512,-0.008,1.504
196,-0.012,-0.172,1.133
197,-0.508,-0.254,0.672
198,-0.547,-0.176,0.500
199,-0.082,0.113,0.594
200,0.555,-0.105,1.453
201,0.496,-0.145,1.684
202,-0.172,0.070,1.066
203,-0.453,-0.121,0.492
204,-0.285,-0.051,0.473
205,0.277,0.094,0.969
206,0.551,-0.211,1.648
207,0.254,-0.164,1.441
208,-0.270,-0.281,0.680
209,-0.641,0.055,0.598
210,-0.168,0.250,0.512
211,0.578,-0.004,1.020
212,0.734,-0.363,1.949
213,-0.051,-0.176,1.441
214,-0.758,0.031,0.449
215,-0.484,-0.094,0.242
216,0.352,-0.258,0.297
217,0.617,-0.383,1.508
218,-0.148,-0.043,1.895
219,-0.281,-0.082,1.000
220,-0.219,0.082,0.422
221,0.289,0.270,0.688
222,0.727,-0.184,1.359
223,0.273,-0.387,1.648
224,-0.445,-0.395,0.965
225,-0.906,0.195,0.383
226,-0.184,0.066,0.656
227,0.781,-0.316,1.082
228,0.582,-0.371,1.609
229,-0.375,0.199,0.758
230,-0.590,0.492,0.688
231,0.035,0.176,1.195
232,0.758,-0.164,1.258
233,0.297,-0.215,1.020
234,-0.461,0.148,0.414
235,-0.293,-0.172,0.586
236,0.094,-0.195,1.496
237,0.070,-0.199,1.906
238,-0.059,-0.102,1.109
239,-0.074,-0.227,-0.094
240,0.277,-0.141,0.273
241,0.434,-0.051,1.504
242,-0.094,-0.148,1.992
243,-0.492,-0.297,0.762
244,-0.242,-0.297,-0.699
245,0.199,-0.379,0.043
246,0.480,-0.227,1.848
247,-0.152,0.148,1.918
248,-0.461,0.426,0.680
249,0.109,-0.234,-0.285
250,0.770,-0.145,0.301
251,0.328,-0.102,1.820
252,-0.703,0.629,1.680
253,-0.391,-0.035,0.320
254,0.285,-0.406,0.051
255,0.512,-0.164,1.320
256,-0.203,0.684,1.801
257,-0.234,0.418,1.152
258,0.266,-0.332,0.539
259,0.430,-0.547,0.688
260,-0.301,-0.062,1.172
261,-0.527,-0.012,1.383
262,-0.129,-0.750,0.676
263,0.266,-0.848,0.551
264,-0.223,-0.020,0.980
265,-0.012,0.227,1.359
266,0.535,-0.113,0.891
267,0.629,-0.223,1.008
268,-0.207,0.152,1.246
269,-0.242,-0.031,0.973
270,-0.066,-0.461,0.492
271,0.012,-0.289,0.949
272,-0.414,0.293,1.254
273,-0.059,0.199,1.184
274,0.309,-0.148,0.711
275,0.043,0.336,0.496
276,-0.309,0.590,1.223
277,0.191,0.078,1.727
278,0.527,-0.359,0.980
279,0.082,0.051,0.516
280,-0.328,-0.004,1.387
281,-0.070,-0.402,1.109
282,0.184,-0.559,0.484
283,-0.207,-0.254,0.859
284,-0.148,-0.195,1.219
285,0.262,-0.613,1.043
286,0.219,-0.348,1.086
287,-0.113,-0.039,0.973
288,-0.109,-0.086,0.984
289,0.340,-0.137,0.965
290,0.102,0.098,0.594
291,-0.180,0.266,1.125
292,-0.133,0.035,1.258
293,-0.098,-0.039,0.844
294,-0.172,0.293,0.809
295,0.082,0.156,1.152
296,0.223,0.055,1.258
297,0.215,0.312,1.094
298,0.039,0.137,0.723
299,0.188,-0.340,1.020
300,-0.098,-0.367,0.758
301,-0.359,-0.160,0.832
302,-0.055,-0.434,1.062
303,0.215,-0.492,0.871
304,0.117,-0.195,1.215
305,-0.039,-0.090,1.211
306,0.070,-0.461,0.914
307,-0.008,-0.254,0.660
308,-0.109,0.156,0.836
309,0.148,0.086,1.086
310,0.461,-0.027,1.199
311,0.059,0.254,1.172
312,-0.242,0.246,1.445
313,-0.242,-0.273,1.098
314,-0.324,-0.078,0.828
315,-0.426,0.145,0.715
316,0.246,-0.102,0.969
317,0.344,0.105,0.980
318,0.125,0.230,1.199
319,0.305,-0.258,0.973
320,0.016,-0.449,0.441
321,-0.207,-0.164,0.742
322,-0.160,-0.305,1.027
323,0.094,-0.219,0.941
324,0.340,-0.312,1.160
325,0.137,-0.020,1.426
326,-0.105,0.121,1.062
327,0.098,-0.199,1.012
328,0.039,-0.207,0.832
329,-0.090,0.164,0.840
330,0.094,0.000,1.176
331,0.008,-0.105,1.281
332,-0.223,0.012,0.977
333,-0.211,-0.090,1.129
334,-0.289,-0.266,0.840
335,-0.039,-0.066,0.918
336,0.105,-0.113,1.047
337,0.156,0.016,1.223
338,0.090,0.043,0.645
339,0.219,-0.023,0.984
340,0.004,-0.055,0.988
341,-0.008,0.234,0.914
342,0.203,-0.211,0.891
343,0.211,-0.180,1.406
344,-0.117,0.129,0.793
345,-0.035,-0.246,0.863
346,-0.031,-0.180,1.023
347,-0.031,-0.141,0.762
348,-0.039,-0.289,0.973
349,-0.078,-0.316,1.199
350,-0.105,-0.031,0.965
351,0.156,-0.281,0.980
352,0.047,-0.055,1.191
353,0.082,0.148,1.051
354,0.027,-0.277,1.156
355,-0.121,-0.125,1.020
356,-0.367,0.109,0.770
357,-0.055,0.082,0.832
358,0.258,0.129,1.188
359,0.250,0.242,1.066
360,0.285,0.156,1.152
361,0.117,-0.070,0.812
362,-0.039,0.016,0.879
363,-0.387,-0.066,0.535
364,-0.141,-0.211,0.930
365,0.102,-0.402,0.977
366,0.008,0.066,1.125
367,0.023,0.305,1.359
368,0.250,0.207,1.102
369,0.375,0.055,0.703
370,0.188,-0.090,1.098
371,-0.258,0.094,1.148
372,-0.395,0.082,0.965
373,-0.082,-0.121,1.000
374,0.008,-0.039,1.023
375,0.086,0.016,0.926
376,-0.004,-0.039,1.133
377,0.031,0.023,1.074
378,-0.031,0.074,0.793
379,0.078,0.023,1.090
380,-0.004,-0.082,0.859
381,0.098,-0.246,1.051
382,-0.129,-0.062,1.008
383,-0.184,0.367,1.090
384,0.121,0.117,1.000
385,0.520,0.078,1.102
386,0.215,0.234,0.809
387,0.059,0.055,0.906
388,-0.176,-0.078,0.926
389,-0.297,0.031,0.875
390,-0.055,-0.152,0.926
391,0.129,-0.137,0.828
392,0.121,-0.176,1.105
393,-0.086,0.137,1.340
394,-0.203,0.105,1.039
395,-0.066,0.027,0.793
396,0.141,-0.129,0.684
397,0.109,0.023,1.055
398,-0.008,-0.215,1.387
399,-0.203,0.285,1.156
400,-0.184,0.195,0.758
401,0.387,0.121,1.031
402,0.570,-0.211,0.930
403,0.133,0.129,1.277
404,-0.285,-0.090,0.918
405,-0.273,-0.211,0.586
406,-0.168,-0.195,0.512
407,0.152,-0.148,1.094
408,0.059,0.094,1.336
409,0.133,-0.016,1.203
410,0.062,0.172,0.750
411,-0.043,0.309,1.133
412,0.164,0.332,1.113
413,0.188,0.020,0.941
414,0.012,0.051,1.113
415,-0.242,-0.176,1.148
416,-0.391,0.062,0.891
417,-0.172,-0.172,0.801
418,0.141,-0.027,1.039
419,0.215,-0.148,0.930
420,0.246,-0.078,1.164
421,-0.020,0.090,0.957
422,-0.004,0.125,0.969
423,0.074,-0.074,0.895
424,-0.023,-0.004,0.746
425,0.109,-0.180,1.043
426,-0.133,0.062,1.102
427,-0.008,0.426,1.152
428,0.180,0.262,1.348
429,0.367,0.141,0.773
430,0.309,-0.324,0.953
431,-0.340,-0.195,0.906
432,-0.715,-0.152,1.129
433,-0.422,-0.074,0.484
434,0.188,-0.281,0.871
435,0.344,0.328,1.066
436,0.254,0.125,1.484
437,0.074,0.117,1.262
438,-0.070,0.184,0.930
439,0.012,0.156,0.672
440,0.336,-0.109,0.875
441,0.020,-0.016,1.031
442,-0.129,-0.164,1.051
443,-0.184,-0.258,1.000
444,-0.316,0.062,0.910
445,0.125,0.070,0.871
446,0.414,-0.027,0.695
447,0.387,-0.199,1.379
448,-0.125,0.035,1.484
449,-0.387,0.121,0.680
450,-0.133,-0.066,0.844
451,0.023,0.016,0.586
452,0.141,0.137,1.051
453,0.152,0.148,1.445
454,0.035,0.188,1.281
455,-0.074,0.184,1.117
456,-0.160,0.223,1.094
457,0.160,-0.117,0.555
458,0.297,-0.441,0.766
459,-0.137,-0.176,1.176
460,-0.332,0.086,1.125
461,-0.102,-0.012,0.949
462,0.281,0.051,0.668
463,0.355,0.047,0.996
464,0.094,-0.027,1.543
465,-0.172,0.133,1.121
466,-0.145,0.082,0.879
467,0.105,-0.023,0.758
468,0.254,-0.066,0.844
469,-0.020,0.039,1.016
470,-0.191,-0.094,1.320
471,-0.234,-0.137,0.734
472,-0.148,-0.172,0.777
473,-0.113,0.273,0.930
474,0.258,0.008,0.992
475,0.621,-0.188,1.234
476,0.047,0.242,1.168
477,-0.141,0.414,1.035
478,0.039,-0.203,1.078
479,0.000,-0.117,0.562
480,-0.207,-0.055,0.770
481,-0.109,-0.098,1.199
482,-0.027,0.109,1.328
483,0.039,0.184,0.984
484,0.301,0.125,0.938
485,0.254,-0.137,0.938
486,0.074,-0.164,0.984
487,-0.246,-0.152,0.945
488,-0.281,-0.113,0.691
489,-0.031,-0.215,0.941
490,0.113,0.195,0.852
491,0.188,-0.039,1.375
492,0.168,0.203,1.258
493,-0.148,0.172,0.969
494,-0.059,0.242,1.062
495,0.125,0.098,0.809
496,0.172,-0.152,0.777
497,0.051,-0.008,1.270
498,-0.324,0.207,1.012
499,-0.109,-0.094,0.859
500,0.027,0.086,1.066
501,0.219,0.059,0.879
502,0.418,-0.324,1.402
503,-0.098,-0.141,0.883
504,-0.254,0.109,0.895
505,-0.230,-0.168,0.824
506,0.125,-0.203,0.918
507,0.008,-0.082,0.953
508,-0.012,-0.039,1.039
509,0.051,0.164,1.039
510,-0.027,0.273,0.895
511,0.098,0.391,1.336
512,0.449,-0.082,0.938
513,0.277,-0.184,0.902
514,-0.273,0.133,1.023
515,-0.352,-0.047,0.941
516,-0.137,-0.164,0.848
517,0.020,-0.141,0.645
518,0.020,0.125,1.176
519,0.172,0.031,1.422
520,0.098,0.316,0.965
521,0.113,0.176,1.098
522,0.094,0.117,0.926
523,0.180,-0.141,1.016
524,-0.129,-0.172,0.855
525,-0.305,-0.082,0.918
526,-0.125,-0.098,0.812
527,0.004,-0.016,0.863
528,0.328,-0.207,1.309
529,0.055,-0.105,0.852
530,0.070,-0.129,1.066
531,-0.289,0.234,0.934
532,0.043,-0.090,1.047
533,0.203,0.117,0.906
534,0.102,0.129,1.062
535,-0.020,0.207,1.195
536,-0.016,0.145,1.188
537,-0.152,0.430,0.969
538,0.242,-0.082,1.152
539,0.172,-0.098,0.703
540,-0.016,-0.152,0.922
541,-0.293,-0.246,1.125
542,-0.324,-0.199,0.734
543,-0.094,-0.023,0.652
544,0.215,-0.090,0.895
545,0.359,-0.004,1.438
546,0.191,0.082,1.105
547,-0.020,0.234,1.109
548,-0.051,0.105,1.012
549,0.129,-0.098,0.770
550,-0.098,0.035,0.629
551,-0.254,0.031,1.219
552,0.102,-0.285,1.219
553,-0.004,0.012,1.090
554,-0.211,0.434,1.023
555,0.289,0.020,1.086
556,0.402,-0.324,0.766
557,-0.051,-0.207,1.055
558,-0.523,0.047,0.840
559,-0.242,0.012,0.820
560,0.082,-0.008,0.949
561,0.359,0.094,1.113
562,0.168,0.152,1.199
563,0.266,0.062,1.176
564,-0.113,0.188,1.039
565,-0.094,0.195,0.926
566,0.055,-0.156,0.535
567,0.090,-0.223,0.863
568,-0.109,-0.191,1.180
569,-0.203,-0.059,1.254
570,-0.180,0.051,1.047
571,0.117,0.004,0.895
572,0.273,-0.047,0.820
573,0.141,-0.105,1.188
574,-0.094,0.012,1.238
575,-0.293,0.230,0.820
576,0.043,0.105,0.875
577,0.277,-0.008,0.773
578,0.262,0.121,1.164
579,-0.020,0.102,1.238
580,-0.023,-0.039,1.145
581,-0.340,0.137,0.875
582,0.031,0.023,1.000
583,0.219,0.051,0.598
584,0.391,-0.250,1.129
585,0.055,-0.164,1.375
586,-0.465,0.145,1.164
587,-0.363,-0.047,0.648
588,0.125,-0.047,0.652
589,0.273,-0.203,0.906
590,0.191,-0.043,1.516
591,-0.301,0.207,0.879
592,-0.297,0.289,0.863
593,0.535,-0.117,0.957
594,0.430,0.105,0.680
595,0.145,0.219,1.516
596,-0.109,-0.227,1.535
597,-0.332,-0.336,0.574
598,-0.484,-0.031,0.477
599,-0.172,0.031,0.887
600,0.375,-0.102,1.102
601,0.441,-0.051,1.438
602,-0.098,0.344,1.234
603,-0.172,0.250,0.855
604,0.195,-0.020,0.863
605,0.137,0.055,0.859
606,-0.012,0.062,0.914
607,0.023,-0.242,1.035
608,-0.172,-0.070,1.023
609,-0.242,0.035,1.086
610,0.047,0.102,0.859
611,0.301,-0.148,0.832
612,0.367,-0.168,1.262
613,-0.074,0.059,1.027
614,-0.266,0.090,0.898
615,0.023,-0.070,1.117
616,-0.051,0.070,0.668
617,0.168,0.020,1.043
618,-0.004,-0.070,1.250
619,-0.117,0.168,1.215
620,-0.219,0.258,1.176
621,-0.043,0.160,0.762
622,0.387,-0.078,0.746
623,0.312,-0.164,0.957
624,-0.051,0.145,1.145
625,-0.113,-0.117,0.969
626,-0.098,-0.102,0.977
627,-0.035,-0.234,0.699
628,-0.133,-0.297,0.645
629,-0.121,-0.020,1.188
630,-0.230,0.375,1.125
631,0.414,0.168,1.320
632,0.523,0.203,1.059
633,0.238,0.320,0.793
634,0.191,-0.137,1.324
635,-0.320,-0.215,0.723
636,-0.504,-0.211,0.793
637,-0.367,-0.121,0.941
638,-0.031,-0.168,0.895
639,0.281,-0.094,1.102
640,0.258,0.113,1.293
641,0.051,0.344,1.078
642,0.184,0.191,1.066
643,0.160,-0.004,0.816
644,0.020,0.027,0.879
645,-0.109,-0.121,0.867
646,-0.242,0.082,1.031
647,-0.238,0.070,1.008
648,0.121,0.109,1.059
649,0.227,0.027,0.980
650,0.191,-0.070,1.078
651,0.160,-0.168,1.125
652,-0.219,0.145,0.719
653,0.031,-0.305,1.051
654,0.059,-0.195,0.777
655,-0.020,-0.062,1.043
656,-0.031,-0.008,1.105
657,-0.027,0.168,1.164
658,-0.062,0.371,1.098
659,0.258,0.004,1.199
660,0.086,0.066,0.789
661,-0.043,-0.043,0.867
662,-0.133,0.035,0.871
663,-0.129,0.160,1.016
664,0.078,0.176,1.000
665,0.359,-0.121,1.086
666,0.219,-0.281,0.809
667,-0.305,0.090,1.152
668,-0.469,-0.066,1.074
669,-0.137,-0.207,0.863
670,0.191,-0.133,0.863
671,0.246,0.301,1.035
672,0.383,0.035,1.410
673,0.262,0.176,1.180
674,-0.047,0.176,0.863
675,-0.184,0.031,0.773
676,-0.082,-0.277,0.828
677,-0.109,-0.289,0.914
678,-0.156,-0.078,0.996
679,-0.172,0.000,1.105
680,0.094,0.180,0.918
681,0.262,0.258,1.035
682,0.324,0.055,1.133
683,0.156,-0.180,1.211
684,-0.387,0.105,0.738
685,-0.215,0.141,0.941
686,-0.012,0.082,0.953
687,0.320,0.113,1.070
688,0.211,0.125,1.211
689,0.035,-0.059,1.125
690,-0.117,-0.070,0.836
691,-0.270,0.047,0.723
692,0.004,-0.152,0.848
693,0.270,-0.348,0.895
694,0.098,-0.238,1.004
695,-0.102,-0.113,1.262
696,-0.234,0.254,0.973
697,0.051,0.176,0.766
698,0.305,0.176,1.191
699,0.238,-0.215,1.312
700,-0.117,-0.160,1.125
701,-0.609,0.418,0.453
702,0.008,0.000,0.965
703,0.484,-0.109,0.949
704,0.258,0.273,1.035
705,-0.020,0.148,1.258
706,0.004,-0.402,1.184
707,-0.277,-0.082,0.789
708,-0.465,0.164,0.668
709,0.125,-0.109,0.961
710,0.414,-0.348,0.875
711,0.203,0.141,1.438
712,-0.254,0.531,1.152
713,0.168,0.113,1.055
714,0.324,-0.059,0.695
715,0.016,0.211,0.914
716,-0.082,-0.164,1.078
717,-0.117,-0.273,1.082
718,-0.434,0.004,1.059
719,-0.199,0.219,0.844
720,0.324,-0.043,0.363
721,0.613,-0.312,1.117
722,0.074,-0.055,1.516
723,-0.449,0.266,1.031
724,-0.258,-0.117,0.949
725,0.184,-0.168,0.680
726,0.324,0.137,0.879
727,0.070,0.176,1.426
728,0.039,-0.008,1.250
729,-0.164,0.156,0.992
730,-0.156,0.188,0.797
731,0.176,-0.086,0.707
732,0.223,-0.223,0.961
733,0.023,-0.082,1.215
734,-0.207,-0.078,1.023
735,-0.250,-0.039,0.883
736,0.086,0.027,0.938
737,0.148,0.238,0.738
738,0.352,-0.148,1.375
739,-0.035,-0.066,1.203
740,-0.289,0.320,1.074
741,-0.277,0.230,0.797
742,0.324,-0.129,0.867
743,0.254,0.055,0.941
744,-0.059,0.312,1.117
745,-0.074,0.188,1.078
746,-0.098,0.152,0.945
747,-0.027,0.117,0.902
748,0.113,0.105,0.770
749,0.074,-0.051,0.922
750,0.109,-0.078,1.094
751,-0.188,0.254,1.258
752,-0.184,0.398,0.996
753,0.301,0.074,0.785
754,0.367,-0.016,0.977
755,-0.035,0.270,1.199
756,-0.133,0.160,1.094
757,-0.195,-0.016,1.047
758,-0.055,-0.055,1.051
759,-0.039,0.133,0.523
760,0.246,-0.215,0.875
761,0.113,0.000,1.328
762,-0.203,0.250,1.141
763,-0.062,0.086,0.863
764,0.258,-0.324,0.926
765,-0.082,0.281,0.688
766,0.008,0.191,1.168
767,0.051,0.090,1.297
768,0.035,0.344,1.184
769,0.016,0.289,0.727
770,0.094,0.152,1.031
771,0.000,0.336,0.949
772,-0.004,0.191,0.996
773,-0.008,0.125,1.352
774,-0.133,0.148,0.871
775,0.113,-0.113,0.719
776,-0.031,-0.066,0.863
777,-0.074,-0.004,0.957
778,0.020,-0.480,0.949
779,-0.242,0.129,1.078
780,-0.184,0.176,0.898
781,0.348,0.090,1.148
782,0.512,0.039,1.324
783,0.254,0.328,1.176
784,-0.109,0.324,0.961
785,-0.277,0.078,1.004
786,-0.145,-0.242,0.910
787,-0.379,0.250,0.426
788,-0.078,0.391,1.027
789,0.410,0.156,1.254
790,0.328,0.352,1.113
791,0.105,0.512,1.141
792,0.086,-0.020,1.023
793,0.055,-0.262,0.809
794,-0.250,-0.008,0.816
795,-0.309,-0.035,0.852
796,0.070,-0.336,1.062
797,-0.023,0.035,1.031
798,-0.086,0.375,1.152
799,0.305,0.066,1.172
800,0.301,0.082,0.840
801,0.027,0.367,0.863
802,-0.055,0.230,1.125
803,-0.059,-0.062,1.027
804,-0.145,0.090,0.805
805,-0.223,0.188,0.680
806,0.094,0.074,1.074
807,0.172,-0.043,1.250
808,-0.113,0.473,1.188
809,0.125,0.207,1.059
810,0.418,-0.426,0.730
811,-0.078,0.020,1.004
812,-0.426,0.277,0.875
813,0.117,-0.293,0.898
814,0.195,-0.207,1.156
815,-0.168,0.496,1.164
816,-0.043,0.402,0.992
817,0.336,-0.102,0.992
818,0.023,0.188,0.910
819,-0.281,0.465,1.059
820,-0.086,0.059,1.172
821,0.230,-0.324,0.926
822,-0.230,0.336,0.809
823,-0.215,0.430,0.988
824,0.324,-0.188,0.949
825,0.250,-0.238,0.965
826,-0.375,0.383,0.941
827,-0.305,0.277,0.965
828,0.375,-0.348,1.059
829,0.492,-0.285,1.438
830,-0.125,0.527,0.938
831,0.125,0.184,0.969
832,0.352,-0.344,0.984
833,-0.148,-0.078,0.988
834,-0.758,0.363,0.742
835,-0.211,-0.062,0.727
836,0.246,-0.242,1.129
837,0.121,0.316,1.156
838,-0.051,0.848,1.039
839,0.352,0.441,1.180
840,0.508,0.199,1.148
841,0.145,0.156,1.000
842,-0.445,0.445,0.789
843,-0.211,-0.176,0.785
844,-0.051,-0.445,0.953
845,-0.145,-0.121,1.273
846,-0.145,0.273,0.891
847,0.207,0.035,1.098
848,0.512,-0.105,1.094
849,0.199,-0.055,0.977
850,-0.266,0.086,0.832
851,-0.172,-0.199,0.805
852,-0.047,-0.219,0.816
853,0.012,-0.109,1.133
854,-0.078,0.191,1.156
855,-0.004,0.371,0.977
856,0.277,0.398,0.961
857,0.230,0.324,1.133
858,-0.004,0.387,1.094
859,-0.195,0.309,0.785
860,-0.039,0.246,0.719
861,0.102,0.105,1.121
862,-0.023,0.379,1.289
863,0.027,0.188,1.191
864,0.039,0.082,0.730
865,0.027,0.113,0.859
866,-0.043,-0.062,1.207
867,-0.066,-0.234,1.297
868,-0.133,-0.273,0.824
869,0.008,-0.301,0.637
870,0.051,-0.023,1.000
871,0.242,0.016,1.215
872,0.289,-0.270,1.289
873,-0.074,-0.062,0.734
874,-0.242,0.230,0.602
875,-0.047,0.160,1.004
876,0.234,0.020,1.277
877,0.023,0.258,1.164
878,-0.238,0.465,0.840
879,-0.008,0.504,0.754
880,0.273,0.578,0.828
881,0.254,0.340,1.559
882,-0.148,0.332,1.473
883,-0.168,0.160,0.395
884,-0.086,0.168,0.613
885,0.020,0.250,1.234
886,0.121,0.023,1.484
887,-0.035,-0.062,1.297
888,-0.066,-0.332,0.426
889,0.016,-0.270,0.531
890,-0.086,0.055,1.004
891,-0.031,-0.184,1.383
892,0.043,-0.402,1.074
893,0.148,-0.578,0.469
894,-0.078,0.125,0.809
895,0.016,0.480,1.348
896,0.340,0.309,1.453
897,0.348,-0.277,1.320
898,-0.184,-0.227,0.559
899,-0.562,0.191,0.293
900,-0.418,0.578,0.887
901,0.098,0.762,1.520
902,0.637,0.508,1.449
903,0.578,0.324,0.855
904,0.125,0.219,0.934
905,-0.469,0.324,1.043
906,-0.574,0.555,0.797
907,-0.020,0.000,0.902
908,0.410,-0.496,1.137
909,0.199,-0.242,0.887
910,-0.438,0.289,1.078
911,-0.184,0.141,1.363
912,0.324,0.031,0.633
913,0.520,-0.125,0.949
914,0.266,-0.238,1.270
915,-0.203,-0.320,0.977
916,-0.609,-0.148,0.914
917,-0.414,-0.020,0.871
918,0.223,-0.113,0.469
919,0.586,0.137,0.828
920,0.332,0.551,1.449
921,-0.027,0.586,1.727
922,-0.191,0.211,1.336
923,-0.277,0.023,0.367
924,-0.039,-0.070,0.215
925,0.113,0.023,0.711
926,-0.023,0.496,1.566
927,-0.137,0.812,1.766
928,0.207,0.359,1.227
929,0.418,-0.195,0.594
930,0.004,-0.152,0.574
931,-0.367,-0.039,0.887
932,-0.250,-0.250,1.234
933,-0.023,-0.156,1.176
